label_a	label_b	papers
cd8 positive t cell cluster 3	cd8 positive tissue resident memory t cell	1
cd8 positive t cell cluster 3	cytotoxic t lymphocyte	1
cd8 positive t cell cluster 3	interferon stimulated gene high t cell cluster	1
cd8 positive t cell cluster 3	natural killer cell	1
cd8 positive t cell cluster 3	regulatory t cell	1
cd8 positive t cell cluster 3	regulatory t cell cluster 10	1
cd8 positive t cell cluster 3	regulatory t cell cluster 4	1
cd8 positive t cell cluster 3	t follicular helper and or t peripheral helper cell	1
cd8 positive t cell cluster 3 and cluster 7	cd8 positive tissue resident memory t cell	1
cd8 positive t cell cluster 3 and cluster 7	cytotoxic t lymphocyte	1
cd8 positive t cell cluster 3 and cluster 7	interferon stimulated gene high t cell cluster	1
cd8 positive t cell cluster 3 and cluster 7	natural killer cell	1
cd8 positive t cell cluster 3 and cluster 7	regulatory t cell	1
cd8 positive t cell cluster 3 and cluster 7	regulatory t cell cluster 10	1
cd8 positive t cell cluster 3 and cluster 7	regulatory t cell cluster 4	1
cd8 positive t cell cluster 3 and cluster 7	t follicular helper and or t peripheral helper cell	1
cd8 positive t cell cluster ct4	central memory cd4 positive t cell	1
cd8 positive t cell cluster ct4	conventional dendritic cell	1
cd8 positive t cell cluster ct4	cytotoxic t lymphocyte	1
cd8 positive t cell cluster ct4	early central memory t cell	1
cd8 positive t cell cluster ct4	effector memory cd4 positive t cell	1
cd8 positive t cell cluster ct4	infiltrating leukocyte	1
cd8 positive t cell cluster ct4	interferon stimulated gene high b cell	1
cd8 positive t cell cluster ct4	interferon stimulated gene high cd4 positive t cell	1
cd8 positive t cell cluster ct4	kidney resident macrophage	1
cd8 positive t cell cluster ct4	myeloid cell	1
cd8 positive t cell cluster ct4	naive b cell	1
cd8 positive t cell cluster ct4	natural killer cell	1
cd8 positive t cell cluster ct4	phagocytic monocyte macrophage	1
cd8 positive t cell cluster ct4	plasmablast plasma cell	1
cd8 positive t cell cluster ct4	plasmacytoid dendritic cell	1
cd8 positive t cell cluster ct4	resident memory cd8 positive t cell	1
cd8 positive t cell cluster ct4	t follicular helper like cell	1
cd8 positive t cell cluster ct4	t regulatory cell	1
cd8 positive t cell cluster ct4	tissue resident cd56 bright cd16 negative natural killer cell	1
cd8 positive t cell t_cd8_c06 tnf	cd8 positive t cell t_cd8_c08 il2rb	1
cd8 positive t cell t_cd8_c06 tnf	cd8 t cell	1
cd8 positive t cell t_cd8_c06 tnf	epithelial cell	1
cd8 positive t cell t_cd8_c06 tnf	macrophage macro_c2 ccl3l1	1
cd8 positive t cell t_cd8_c06 tnf	megakaryocyte	1
cd8 positive t cell t_cd8_c06 tnf	memory b cell	1
cd8 positive t cell t_cd8_c06 tnf	monocyte mono_c1 cd14 ccl3	1
cd8 positive t cell t_cd8_c06 tnf	myeloid cell	1
cd8 positive t cell t_cd8_c06 tnf	natural killer cell	1
cd8 positive t cell t_cd8_c06 tnf	neutrophil	1
cd8 positive t cell t_cd8_c06 tnf	plasma cell	1
cd8 positive t cell t_cd8_c06 tnf	plasmablast cell	1
cd8 positive t cell t_cd8_c06 tnf	proliferative cd4 positive t cell t_cd4_c13 mki67 ccl5 low	1
cd8 positive t cell t_cd8_c06 tnf	proliferative cd4 positive t cell t_cd4_c14 mki67 ccl5 high	1
cd8 positive t cell t_cd8_c06 tnf	proliferative effector memory cd8 positive t cell t_cd8_c10 mki67 gzmk	1
cd8 positive t cell t_cd8_c08 il2rb	cd8 t cell	1
cd8 positive t cell t_cd8_c08 il2rb	epithelial cell	1
cd8 positive t cell t_cd8_c08 il2rb	macrophage macro_c2 ccl3l1	1
cd8 positive t cell t_cd8_c08 il2rb	megakaryocyte	1
cd8 positive t cell t_cd8_c08 il2rb	memory b cell	1
cd8 positive t cell t_cd8_c08 il2rb	monocyte mono_c1 cd14 ccl3	1
cd8 positive t cell t_cd8_c08 il2rb	myeloid cell	1
cd8 positive t cell t_cd8_c08 il2rb	natural killer cell	1
cd8 positive t cell t_cd8_c08 il2rb	neutrophil	1
cd8 positive t cell t_cd8_c08 il2rb	plasma cell	1
cd8 positive t cell t_cd8_c08 il2rb	plasmablast cell	1
cd8 positive t cell t_cd8_c08 il2rb	proliferative cd4 positive t cell t_cd4_c13 mki67 ccl5 low	1
cd8 positive t cell t_cd8_c08 il2rb	proliferative cd4 positive t cell t_cd4_c14 mki67 ccl5 high	1
cd8 positive t cell t_cd8_c08 il2rb	proliferative effector memory cd8 positive t cell t_cd8_c10 mki67 gzmk	1
cd8 positive t effector memory cell	cd8 positive t resident memory cell	1
cd8 positive t effector memory cell	classical monocyte	1
cd8 positive t effector memory cell	classically activated macrophage	1
cd8 positive t effector memory cell	conventional dendritic cell type 1	1
cd8 positive t effector memory cell	conventional dendritic cell type 2	1
cd8 positive t effector memory cell	fibroblast major cell state	1
cd8 positive t effector memory cell	fibroblast matrix cell state	1
cd8 positive t effector memory cell	fibroblast prematrix cell state	1
cd8 positive t effector memory cell	fibroblast sfrp4 cell state	1
cd8 positive t effector memory cell	gamma delta t cell	1
cd8 positive t effector memory cell	innate lymphoid cell	1
cd8 positive t effector memory cell	interferon response macrophage	1
cd8 positive t effector memory cell	lipid associated macrophage	1
cd8 positive t effector memory cell	luminal hormone responsive active cell state	1
cd8 positive t effector memory cell	luminal hormone responsive cell	1
cd8 positive t effector memory cell	luminal hormone responsive major cell state	1
cd8 positive t effector memory cell	luminal hormone responsive scgb cell state	1
cd8 positive t effector memory cell	luminal secretory basal cell state	1
cd8 positive t effector memory cell	luminal secretory hla cell state	1
cd8 positive t effector memory cell	luminal secretory kit cell state	1
cd8 positive t effector memory cell	luminal secretory lactation cell state	1
cd8 positive t effector memory cell	luminal secretory major cell state	1
cd8 positive t effector memory cell	luminal secretory myoepithelial cell state	1
cd8 positive t effector memory cell	lymphatic endothelial cell	1
cd8 positive t effector memory cell	lymphatic immune cell state	1
cd8 positive t effector memory cell	lymphatic major cell state	1
cd8 positive t effector memory cell	lymphatic valve cell	1
cd8 positive t effector memory cell	mast cell	1
cd8 positive t effector memory cell	mature dendritic cell	1
cd8 positive t effector memory cell	naive t cell	1
cd8 positive t effector memory cell	natural killer cell	1
cd8 positive t effector memory cell	natural killer t cell	1
cd8 positive t effector memory cell	non classical monocyte	1
cd8 positive t effector memory cell	pericyte	1
cd8 positive t effector memory cell	plasmacytoid dendritic cell	1
cd8 positive t effector memory cell	t effector memory cell	1
cd8 positive t effector memory cell	t helper like cell	1
cd8 positive t effector memory cell	t regulatory cell	1
cd8 positive t effector memory cell	vascular endothelial cell	1
cd8 positive t effector memory cell	vascular smooth muscle cell	1
cd8 positive t effector memory cell	venous endothelial cell	1
cd8 positive t resident memory cell	classical monocyte	1
cd8 positive t resident memory cell	classically activated macrophage	1
cd8 positive t resident memory cell	conventional dendritic cell type 1	1
cd8 positive t resident memory cell	conventional dendritic cell type 2	1
cd8 positive t resident memory cell	fibroblast major cell state	1
cd8 positive t resident memory cell	fibroblast matrix cell state	1
cd8 positive t resident memory cell	fibroblast prematrix cell state	1
cd8 positive t resident memory cell	fibroblast sfrp4 cell state	1
cd8 positive t resident memory cell	gamma delta t cell	1
cd8 positive t resident memory cell	innate lymphoid cell	1
cd8 positive t resident memory cell	interferon response macrophage	1
cd8 positive t resident memory cell	lipid associated macrophage	1
cd8 positive t resident memory cell	luminal hormone responsive active cell state	1
cd8 positive t resident memory cell	luminal hormone responsive cell	1
cd8 positive t resident memory cell	luminal hormone responsive major cell state	1
cd8 positive t resident memory cell	luminal hormone responsive scgb cell state	1
cd8 positive t resident memory cell	luminal secretory basal cell state	1
cd8 positive t resident memory cell	luminal secretory hla cell state	1
cd8 positive t resident memory cell	luminal secretory kit cell state	1
cd8 positive t resident memory cell	luminal secretory lactation cell state	1
cd8 positive t resident memory cell	luminal secretory major cell state	1
cd8 positive t resident memory cell	luminal secretory myoepithelial cell state	1
cd8 positive t resident memory cell	lymphatic endothelial cell	1
cd8 positive t resident memory cell	lymphatic immune cell state	1
cd8 positive t resident memory cell	lymphatic major cell state	1
cd8 positive t resident memory cell	lymphatic valve cell	1
cd8 positive t resident memory cell	mast cell	1
cd8 positive t resident memory cell	mature dendritic cell	1
cd8 positive t resident memory cell	naive t cell	1
cd8 positive t resident memory cell	natural killer cell	1
cd8 positive t resident memory cell	natural killer t cell	1
cd8 positive t resident memory cell	non classical monocyte	1
cd8 positive t resident memory cell	pericyte	1
cd8 positive t resident memory cell	plasmacytoid dendritic cell	1
cd8 positive t resident memory cell	t effector memory cell	1
cd8 positive t resident memory cell	t helper like cell	1
cd8 positive t resident memory cell	t regulatory cell	1
cd8 positive t resident memory cell	vascular endothelial cell	1
cd8 positive t resident memory cell	vascular smooth muscle cell	1
cd8 positive t resident memory cell	venous endothelial cell	1
cd8 positive tissue resident memory t cell	central memory or naive like t cell type i	1
cd8 positive tissue resident memory t cell	circulating cd8 positive effector memory t cell	1
cd8 positive tissue resident memory t cell	classical memory b cell	1
cd8 positive tissue resident memory t cell	conventional dendritic cell type 1	1
cd8 positive tissue resident memory t cell	conventional dendritic cell type 2	1
cd8 positive tissue resident memory t cell	conventional natural killer cell	1
cd8 positive tissue resident memory t cell	cx3cr1 positive cytotoxic t cell	1
cd8 positive tissue resident memory t cell	cx3cr1 positive natural killer cell	1
cd8 positive tissue resident memory t cell	cxcr6 positive natural killer cell	1
cd8 positive tissue resident memory t cell	cycling t and natural killer cell	1
cd8 positive tissue resident memory t cell	cycling t cell	1
cd8 positive tissue resident memory t cell	cytotoxic t lymphocyte	1
cd8 positive tissue resident memory t cell	dc3	1
cd8 positive tissue resident memory t cell	follicular cd4 positive t cell	1
cd8 positive tissue resident memory t cell	follicular cd8 positive t cell	1
cd8 positive tissue resident memory t cell	gamma delta t cell	1
cd8 positive tissue resident memory t cell	gamma delta t cell cluster t13	1
cd8 positive tissue resident memory t cell	gamma delta t cell cluster t16	1
cd8 positive tissue resident memory t cell	gamma delta t cell cluster t8	1
cd8 positive tissue resident memory t cell	gzmb positive cd8 positive cytotoxic t cell	1
cd8 positive tissue resident memory t cell	gzmb positive cytotoxic t cell	1
cd8 positive tissue resident memory t cell	gzmk positive t cell	1
cd8 positive tissue resident memory t cell	interferon stimulated gene high t cell cluster	1
cd8 positive tissue resident memory t cell	interstitial macrophage	1
cd8 positive tissue resident memory t cell	liver resident natural killer cell	1
cd8 positive tissue resident memory t cell	liver resident t and natural killer cell	1
cd8 positive tissue resident memory t cell	macrophage	1
cd8 positive tissue resident memory t cell	mast cell	1
cd8 positive tissue resident memory t cell	mature dendritic cell enriched in regulatory molecules	1
cd8 positive tissue resident memory t cell	memory b cell	1
cd8 positive tissue resident memory t cell	memory cd4 positive t cell	1
cd8 positive tissue resident memory t cell	memory cd8 positive t cell	1
cd8 positive tissue resident memory t cell	monocyte	1
cd8 positive tissue resident memory t cell	monocyte derived macrophage	1
cd8 positive tissue resident memory t cell	monocyte derived macrophage type ii	1
cd8 positive tissue resident memory t cell	monocyte derived macrophage type iii	1
cd8 positive tissue resident memory t cell	naive and central memory cd8 positive t cell	1
cd8 positive tissue resident memory t cell	naive central memory cd4 positive t cell	1
cd8 positive tissue resident memory t cell	naive central memory cd8 positive t cell	1
cd8 positive tissue resident memory t cell	naive central memory t cell	1
cd8 positive tissue resident memory t cell	naïve b cell	1
cd8 positive tissue resident memory t cell	naïve memory t cell	1
cd8 positive tissue resident memory t cell	plasmacytoid dendritic cell	1
cd8 positive tissue resident memory t cell	regulatory t cell cluster 10	1
cd8 positive tissue resident memory t cell	regulatory t cell cluster 4	1
cd8 positive tissue resident memory t cell	t follicular helper and or t peripheral helper cell	1
cd8 positive tissue resident memory t cell	t follicular helper cell	1
cd8 positive tissue resident memory t cell	terminally differentiated cytotoxic t and natural killer cell	1
cd8 positive tissue resident memory t cell	tissue resident memory t cell	1
cd8 positive tissue resident memory t cell	tissue resident natural killer cell	1
cd8 positive tissue resident memory t cell	tissue resident t and natural killer cell	1
cd8 positive tissue resident memory t cell	zbtb32 positive b cell	1
cd8 positive tumor infiltrating lymphocyte	dendritic cell	1
cd8 positive tumor infiltrating lymphocyte	endothelial cell	1
cd8 positive tumor infiltrating lymphocyte	fibroblast	1
cd8 positive tumor infiltrating lymphocyte	keratinocyte	1
cd8 positive tumor infiltrating lymphocyte	macrophage	1
cd8 positive tumor infiltrating lymphocyte	malignant lymphocyte	1
cd8 positive tumor infiltrating lymphocyte	mast cell	1
cd8 positive tumor infiltrating lymphocyte	melanocyte	1
cd8 positive tumor infiltrating lymphocyte	pericyte	1
cd8 positive tumor infiltrating lymphocyte	secretory cell	1
cd8 positive tumor infiltrating lymphocyte	smooth muscle cell	1
cd8 positive tumor infiltrating lymphocyte	t lymphocyte	1
cd8 proliferating exhausted t cell	cd8 terminally differentiated effector memory and effector cell	1
cd8 proliferating exhausted t cell	conventional dendritic cell	1
cd8 proliferating exhausted t cell	efna5 positive cancer associated fibroblast	1
cd8 proliferating exhausted t cell	endothelial cell	1
cd8 proliferating exhausted t cell	epithelial cell	1
cd8 proliferating exhausted t cell	fibroblast	1
cd8 proliferating exhausted t cell	germinal center dark zone b cell	1
cd8 proliferating exhausted t cell	germinal center light zone b cell	1
cd8 proliferating exhausted t cell	inflammatory cancer associated fibroblast	1
cd8 proliferating exhausted t cell	mast cell	1
cd8 proliferating exhausted t cell	monocyte	1
cd8 proliferating exhausted t cell	myeloid cell	1
cd8 proliferating exhausted t cell	myofibroblast like cancer associated fibroblast	1
cd8 proliferating exhausted t cell	natural killer cell	1
cd8 proliferating exhausted t cell	naïve b cell	1
cd8 proliferating exhausted t cell	naïve t cell	1
cd8 proliferating exhausted t cell	neutrophil	1
cd8 proliferating exhausted t cell	normal fibroblast	1
cd8 proliferating exhausted t cell	pericyte	1
cd8 proliferating exhausted t cell	plasma cell	1
cd8 proliferating exhausted t cell	plasmacytoid dendritic cell	1
cd8 proliferating exhausted t cell	pre exhausted cd8 t cell	1
cd8 proliferating exhausted t cell	smooth muscle cell	1
cd8 proliferating exhausted t cell	stard13 positive macrophage	1
cd8 proliferating exhausted t cell	stressed b cell	1
cd8 proliferating exhausted t cell	t cell	1
cd8 proliferating exhausted t cell	trem2high macrophage	1
cd8 proliferating exhausted t cell	trem2low macrophage	1
cd8 proliferating t cell	conventional dendritic cell type 1	1
cd8 proliferating t cell	conventional dendritic cell type 2	1
cd8 proliferating t cell	endothelial cell	1
cd8 proliferating t cell	epithelial cell	1
cd8 proliferating t cell	fibroblast	1
cd8 proliferating t cell	folr2 macrophage	1
cd8 proliferating t cell	hepatocyte	1
cd8 proliferating t cell	ifi30 macrophage	1
cd8 proliferating t cell	immune cell	1
