
Full Name,Synonyms,Marker Gene Evidence,Organisms,Tissues
CL:0000066,"epitheliocyte, unknown","REG1A, UPK3BL1, IKZF2, CLDN1, CLU, CXCL14, SMC4, LGALS4, RPS19, CDH1, ANPEP, RASSF6, STMN1, SOX6, S100A2, KRT3, KRT8, KAZN, KRT5, SDCBP2, FOXP2, ALDH3A1, CLDN4, S100A4, EZR, PHLDB2, DSC2, COL17A1, TACSTD2, CACNA1D, LYPD3, RASAL2, unknown, NKAIN2, MYH14, SFN, B4GALNT3, ECT2, S100A11, IVNS1ABP, ST14, MUC17, UBE2C, HMGA1, FOXN3, ANLN, FA2H, DIAPH3, FXYD3, GJB6, WNK2, TGFBI, APOBEC3A, TOP2A, MOXD1, TENM2, ADIRF, CTSV, KRT20, MIR924HG, SH3RF1, UPK1B, CSRP2, SH3BGRL3, DSP, DENND2C, FGFBP1, DST, TNFRSF12A, MIR205HG, ITGA2, CIT, ALDH1A3, ELF3, ARHGEF3, TFF3, DSG3, TKT, L3MBTL4, CSTB, DAPL1, SLC20A1, LAMA3, EGFR, ERICH5, DNAJB6, EPCAM, PERP, MAL2, MUC3, KRT*, NQO1, POLQ, S100G, CDX2, C4orf3, KRT12, KRT19, MEIS1, KRT17, SLCO3A1, KRT14, CENPP, TPT1",Homo sapiens,"ileum, substantia propria of cornea, transverse colon, intestine, gallbladder, cornea, prostate gland, corpus, thyroid gland, ocular surface region, stomach, hindbrain, dorsal plus ventral thalamus, cerebellum, bronchus, gastrointestinal system mesentery, common bile duct, pancreas, tunica fibrosa of eyeball, alveolar sac, corneal endothelium, sclera, pyloric antrum, caecum, midbrain tegmentum, liver, midbrain tectum, ventral part of telencephalon, vermiform appendix, biliary system, telencephalon, brain, descending colon, corneal epithelium, duodenum, salivary gland epithelium, arcuate nucleus of hypothalamus, choroid plexus, corneo-scleral junction, lung, cerebral cortex, sigmoid colon, colon, jejunum, rectum, small intestine, nasopharynx, intrahepatic bile duct"
CL:0000077,"mesothelium, pleural mesothelium, mesotheliocyte, serosal cell, unknown","BCHE, JUN, BNC1, PTPRQ, LRRN4, ITLN1, FOS, MSLN, UPK3B, unknown, TJP1, KRT19, WT1, PKHD1L1, CD55, TJP2",Homo sapiens,"ileum, intestine, gallbladder, prostate gland, corpus, thyroid gland, stomach, bronchus, lung parenchyma, common bile duct, pancreas, visceral abdominal adipose tissue, alveolar sac, subcutaneous adipose tissue, subcutaneous abdominal adipose tissue, pyloric antrum, nose, liver, adipose tissue, biliary system, intercostal muscle, duodenum, salivary gland epithelium, lung, respiratory airway, colon, nasopharynx, intrahepatic bile duct"
CL:0000623,"ILC NK, cytotoxic lymphocyte, null cell, large granular lymphocyte, NK cell, NKs, circulating NK cell, NK, unknown","CX3CR1, SPON2, CLIC3, CTBP2, KLRB1, TXK, CCL4L2, PRF1, PRSS23, NCALD, unknown, FCGR3A, KLRK1, GNLY, CCL5, TBX21, CCL4, ADAMTS17, IGFBP7, TRDC, KLRC1, EOMES, FGFBP2, GZMA, AKR1C3, SH2D1B, NKG7, GZMB, GZMK, TYROBP, KLRF1, XCL1, KLRD1, CD69, CHST2",Homo sapiens,"ileum, transverse colon, chorioretinal region, cranial nerve II, kidney, lung parenchyma, gastrointestinal system mesentery, palatine tonsil, optic choroid, nose, caecum, pigmented layer of retina, liver, vermiform appendix, optic disc, descending colon, blood, duodenum, bone marrow, eyeball of camera-type eye, sigmoid colon, respiratory airway, colon, jejunum, rectum, small intestine"
CL:0000784,"DC2, plasmacytoid T cell, interferon-producing cell, T-associated plasma cell, lymphoid dendritic cell, plasmacytoid monocyte, IPC, type 2 DC, pDC, unknown",", NRP1, SMIM5, PTPRS, SCT, PLD4, LILRA4, JCHAIN, unknown, LAMP5, CST3, CUX2, MYBL2, PTCRA, CD74, LRRC26, P2RY14, SERPINF1, KCNK17, CLEC4C, IRF4, IL3RA, MAP1A, IRF7, IRF8, HLA-DRA, TCF4, HLA-DRB, LINC01478, ITM2C",Homo sapiens,"ileum, nose, liver, chorioretinal region, adipose tissue, intercostal muscle, blood, cystic lymph node, kidney, lung parenchyma, visceral abdominal adipose tissue, palatine tonsil, respiratory airway, subcutaneous adipose tissue, cortex of kidney, renal medulla, renal papilla, subcutaneous abdominal adipose tissue"
CL:0000990,"cDC1, DC1, cDC, interdigitating cell, dendritic reticular cell, type 1 DC, veiled cell
veiled cell, Type 1 Conventional dendritic cell, veiled cell, cDC2, unknown, Type 2 conventional dendritic cell","CD86, C1orf54, FLT3, CLEC10A, TACSTD2, CD1E, CLEC9A, CD1C, AFF3, CFP, DPP4, CST3, ENHO, LGALS2, STMN1, FCER1A, CPNE3, HLA-DQA1, CD74, PPP1R14A, BATF3, EGLN3, SLC38A1, XCR1, CADM1, UBE2C, P2RY14, AKR1C3, LYZ, S100B, SHTN1, PKIB, CENPF, HLA-DPB1, RUBCNL, CLNK, HLA-DRA, CCSER1, CPVL, FCGR2B, DNASE1L3, IDO1, HLA-DQB1",Homo sapiens,"ileum, right lobe of liver, nose, transverse colon, caecum, liver, adipose tissue, vermiform appendix, caudate lobe of liver, descending colon, bone marrow, duodenum, left lobe of liver, lung parenchyma, gastrointestinal system mesentery, visceral abdominal adipose tissue, sigmoid colon, respiratory airway, colon, subcutaneous adipose tissue, jejunum, rectum, small intestine, subcutaneous abdominal adipose tissue"
CL:0000740,"other retinal ganglion cell, RGCs, gangliocyte, ganglion cell of retina, RGC","SEMA5A, NRP1, DPP10-AS3, THSD7B, DAPL1, SLC35F2, SATB2, TRANK1, AK5, unknown, HRH1, GRM7, SIX3, HES1, PDE6A, DISC1, PCNT, NCKAP5, EYS, HMGN1, ACVR1, AC008067.1, KCNH5, RBPMS, ACTN2, ANKRD30BL, DAPK1, GADD45A, PTPN13, ELL2, ZPBP, ARHGAP10, SLC6A6, ALDH1A2, GOLGB1, LURAP1L-AS1, LINC01937, NOS1AP, SAG, TCF4, TTTY10, AC245060.5, MUC20, PLCD4, AHDC1, ATF3, CREB5",Homo sapiens,"cranial nerve II, fovea centralis, macula lutea, retinal neural layer, chorioretinal region, macula lutea proper, peripheral region of retina, optic disc"
CL:0000095,"Schwann cell, unknown","NRXN1, NRXN3, CSMD1, DCN, PDZRN4, unknown",Homo sapiens,"visceral abdominal adipose tissue, adipose tissue, subcutaneous adipose tissue, subcutaneous abdominal adipose tissue"
CL:0000542,unknown,"Cd52, RORC, CXCR4, IKZF1, CD3E, ARHGAP15, CD3D, SAMSN1, IGKC, CCL4, STAT4, PIP4K2A, NCAM1, FYN, CYTIP, B2M, IL32, SRGN, PRKCH, HLA-B, THEMIS, GZMB, NKG7, FOXP3, SYTL3, PARP8, NCR1, CD2, GZMK, CD4, PTPRC, CD8, IL2RA, CD7, KLRF1, CD247, CD69, Gimap3, IL7R, FCG3RA, SKAP1, CDC42SE2","Mus musculus, Homo sapiens","hippocampal formation, substantia propria of cornea, cornea, ocular surface region, pallidum, uvea, dorsal plus ventral thalamus, cerebellum, striatum, visceral abdominal adipose tissue, tunica fibrosa of eyeball, subcutaneous adipose tissue, corneal endothelium, sclera, subcutaneous abdominal adipose tissue, midbrain, olfactory cortex, adipose tissue, neocortex, ciliary body, corneal epithelium, corneo-scleral junction, pons, cerebral cortex, eye trabecular meshwork, hypothalamus, medulla oblongata"
CL:0002376,"non-myelinating SC, Remak cell, Schwann cell, non-myelinating Schwann cell, nmSC","STARD13, NRN1, DST, NEGR1, TMEM178B, CADM2, NRXN1, CTNND2, SORCS1, SLC35F1, SORBS2, L1CAM, SAMHD1, RUNX2, CDH2, PTPRZ1, SETBP1, ADGRB3, PPP2R2B, SCN7A, NCAM2, SOX6, GPM6B, CDH19",Homo sapiens,"substantia propria of cornea, pigmented layer of retina, cornea, chorioretinal region, optic disc, ocular surface region, uvea, ciliary body, intercostal muscle, corneal epithelium, corneo-scleral junction, cranial nerve II, eyeball of camera-type eye, optic choroid, tunica fibrosa of eyeball, corneal endothelium, eye trabecular meshwork, sclera"
CL:4033069,"proliferating T cell, unknown","TOP2A, TUBB, STMN1, CDK1, MKI67, CD3E, CD3D, unknown",Homo sapiens,"right lobe of liver, ileum, nose, transverse colon, caecum, liver, adipose tissue, vermiform appendix, caudate lobe of liver, descending colon, duodenum, left lobe of liver, kidney, lung parenchyma, gastrointestinal system mesentery, visceral abdominal adipose tissue, sigmoid colon, respiratory airway, colon, subcutaneous adipose tissue, jejunum, rectum, small intestine, subcutaneous abdominal adipose tissue"
CL:1000849,unknown,"TOP2A, MAGI1, SLC12A3, TMEM52B, EGF, KCNIP4, DCDC2, DEFB1, ESRRG, KLHL3, MKI67, unknown, TMEM213, MECOM, ERBB4, WNK1, LHX1, ITGB6, SCN2A, CNNM2, FGF13, ATP6V0D2, TRPM6, ADGRL2",Homo sapiens,"kidney, cortex of kidney, renal medulla, renal papilla"
CL:0002543,"post-capillary venule EC, vein EC, venous endothelial cell, endothelial cell of vein, unknown, venous endothelial cell or endothelial cell of vein","CCL14, ENPEP, PLVAP, POSTN, RAMP3, VWF, SELE, ICAM1, RND1, SELP, CDH5, CH25H, CLDN5, MECOM, ADGRG6, CDH11, PECAM1, CPE, CCL2, MADCAM1, ACKR1, CD320",Homo sapiens,"ileum, right lobe of liver, transverse colon, caecum, liver, chorioretinal region, adipose tissue, vermiform appendix, intercostal muscle, descending colon, caudate lobe of liver, duodenum, left lobe of liver, gastrointestinal system mesentery, visceral abdominal adipose tissue, sigmoid colon, colon, subcutaneous adipose tissue, jejunum, rectum, small intestine, subcutaneous abdominal adipose tissue"
CL:1000413,"arterial endothelial cell, arterial EC, unknown, artery endothelial cell","ENPEP, PLVAP, VWF, NEBL, IGFBP4, ELN, CAV1, SEMA3G, PCSK5, CLU, FBLN5, TM4SF1, DLL4, CDH5, CLDN5, MECOM, HEY1, GJA5, MGP, GJA4, PECAM1",Homo sapiens,"ileum, transverse colon, caecum, chorioretinal region, adipose tissue, vermiform appendix, intercostal muscle, descending colon, duodenum, gastrointestinal system mesentery, visceral abdominal adipose tissue, sigmoid colon, colon, subcutaneous adipose tissue, jejunum, rectum, small intestine, subcutaneous abdominal adipose tissue"
CL:1000414,"endothelial cell of postcapillary venule, POSTN+ endothelial cell of venule, dysfunctional endothelial cell of venule, unknown","POSTN, MMRN1, ADGRG6, PKHD1L1, ACKR1, TMSB10",Homo sapiens,"cranial nerve II, pigmented layer of retina, chorioretinal region, eyeball of camera-type eye, optic choroid, optic disc"
CL:0000128,"oligodendrocyte SVEP1+, oligodendrocyte, oligodendrocyte NAV2+, oligodendrocyte LRRC7+, oligodendrocyte RBFOX1+, unknown","RBFOX1, Gjc3, MOBP, MOG, LRRC7, Cldn11, SVEP1, NAV2, ST18","Mus musculus, Homo sapiens","hippocampal formation, midbrain, olfactory cortex, optic disc, neocortex, pallidum, dorsal plus ventral thalamus, cerebellum, cranial nerve II, pons, cerebral cortex, striatum, hypothalamus, medulla oblongata"
CL:0000624,"CD4-positive, CD4+ alpha-beta T lymphocyte, alpha-beta T lymphocyte, alpha-beta T-lymphocyte, CD4-positive, alpha-beta T lymphocyte, CD4 T cell, CD4-positive, alpha-beta T-cell, alpha-beta T-cell, CD4-positive, alpha-beta T-lymphocyte, T helper, unknown","CD2, CD4, CD40LG, SELL, CCR7, CD3G, CD247, CD3E, IL7R, CD3D, unknown",Homo sapiens,"nose, kidney, lung parenchyma, visceral abdominal adipose tissue, respiratory airway, adipose tissue, subcutaneous adipose tissue, intercostal muscle, subcutaneous abdominal adipose tissue, blood"
CL:0000625,"CD8 T cell, cytotoxic T cell, alpha-beta T lymphocyte, alpha-beta T-lymphocyte, CD8-positive, alpha-beta T-cell, CD8-positive, alpha-beta T-lymphocyte, CD8-positive, CD8 alpha-beta T cell, CD8+ alpha-beta T lymphocyte, CD8-positive, alpha-beta T lymphocyte, alpha-beta T-cell, unknown","CD8B, CD8A, CRTAM, CD3G, CD3E, CD3D",Homo sapiens,"ileum, transverse colon, lung parenchyma, gastrointestinal system mesentery, visceral abdominal adipose tissue, subcutaneous adipose tissue, subcutaneous abdominal adipose tissue, nose, right lobe of liver, caecum, liver, adipose tissue, vermiform appendix, intercostal muscle, descending colon, blood, caudate lobe of liver, duodenum, left lobe of liver, sigmoid colon, respiratory airway, colon, jejunum, rectum, small intestine"
CL:0000775,"polynuclear neutrophilic leukocyte, neutrocyte, neutrophilic leucocyte, neutrophil leukocyte, polymorphonuclear leukocyte, polynuclear neutrophilic leucocyte, unknown, neutrophil leucocyte, PMN, polymorphonuclear leucocyte, neutrophilic leukocyte, poly, polymorphonuclear neutrophil","CSF3R, IFITM2, MME, G0S2, AZU1, CD1C, PTGS2, MPO, FCAR, unknown, FCGR3B, CXCR2, LCN2, S100A12, S100P, CD24, S100A9, S100A8, CAMP, ELANE, LTF",Homo sapiens,"right lobe of liver, liver, adipose tissue, intercostal muscle, caudate lobe of liver, left lobe of liver, kidney, visceral abdominal adipose tissue, subcutaneous adipose tissue, cortex of kidney, renal medulla, renal papilla, subcutaneous abdominal adipose tissue"
CL:0000815,"suppressor T-cell, regulatory T lymphocyte, suppressor T-lymphocyte, Treg, regulatory T-cell, suppressor T lymphocyte, regulatory CD4 T cell, regulatory T-lymphocyte, suppressor T cell, unknown","DUSP4, IL10, ENTPD1, TNFRSF18, RTKN2, ICA1, CD3G, CD3E, FOXP3, CD3D, AC017002.1, CD2, CD4, TBC1D4, IL2RA, CYTOR, CTLA4, SNX9, PDCD1, TIGIT, ICOS, TNFRSF4",Homo sapiens,"ileum, right lobe of liver, transverse colon, caecum, liver, adipose tissue, vermiform appendix, descending colon, blood, caudate lobe of liver, duodenum, left lobe of liver, gastrointestinal system mesentery, visceral abdominal adipose tissue, sigmoid colon, palatine tonsil, colon, subcutaneous adipose tissue, jejunum, rectum, small intestine, subcutaneous abdominal adipose tissue"
CL:0002144,"capillary endothelial cell, endothelial cell of capillary, capillary EC, unknown, microvascular endothelial cell","BTNL9, ENPEP, RAMP2, PLVAP, FLT1, VWF, CDH5, RBP7, CLDN5, FABP4, RGCC, MECOM, CA4, PECAM1, IGFBP7, CD36",Homo sapiens,"ileum, transverse colon, caecum, adipose tissue, vermiform appendix, optic disc, intercostal muscle, descending colon, duodenum, cranial nerve II, gastrointestinal system mesentery, visceral abdominal adipose tissue, sigmoid colon, colon, subcutaneous adipose tissue, jejunum, rectum, small intestine, subcutaneous abdominal adipose tissue"
CL:0000186,"myofibroblast, MFB, unknown","CHRM2, LRRC15, TAGLN, TNC, unknown, WIF1, CCN4, COL10A1, CCN2, WNT2, CTHRC1, BCHE, POSTN, ITGA1, SULF1, ASPN, DCN, RUNX2, ACTA2, COL3A1, MYL6, KIF26B, CDH11, ADAM12, COL8A1, VIM, MYL9",Homo sapiens,"ileum, nose, transverse colon, caecum, vermiform appendix, descending colon, duodenum, kidney, lung parenchyma, gastrointestinal system mesentery, zone of skin, sigmoid colon, respiratory airway, colon, cortex of kidney, jejunum, rectum, renal medulla, renal papilla, small intestine"
CL:1000768,unknown,", ST6GAL1, PCDH7, PDE4D, SLC8A1, unknown, HSD11B2, SCNN1G, KITLG, SLC25A29, CDK6, CALB1, PDE10A, FXYD4, PAPPA, SCNN1B, PDE8B, SCN2A, SOX5",Homo sapiens,"kidney, cortex of kidney, renal medulla, renal papilla"
CL:1001033,unknown,"PLVAP, JUN, JAG1, KCNIP4, FOS, SULF1, PITPNC1, unknown, CEACAM1, EHD3, SLCO2A1, GRB10, ITGA8, DNASE1L3, RAPGEF4",Homo sapiens,"kidney, cortex of kidney, renal medulla, renal papilla"
CL:1001106,unknown,"CASR, TMEM52B, EGF, PDE1A, SLC12A1, ESRRB, GP2, UMOD, DEFB1, ESRRG, PPM1E, FOXP2, KNG1, unknown, ENOX1, NELL1, WNK1, PRDM16, S100A6, TMEM207, CLDN16, PLCB1",Homo sapiens,"kidney, cortex of kidney, renal medulla, renal papilla"
CL:0000148,melanophore,"PMEL, TEX41, TYRP1, FMN1, PTPRG, TTC28, TRPM1, EDNRB, MLANA, ERBB4, ADAMTSL3, PDGFD, GCNT2, APOE, PLXNC1, CASC15, DYNC1I1, SOX5, CADPS2, PTPN1, EYA1, MIR99AHG, PLEKHA5, MYO5A, PAX3, MITF, TYR, BICC1, BMP5, DCT, NRG3, NAV3, BCL2, MET, RBMS3",Homo sapiens,"substantia propria of cornea, pigmented layer of retina, cornea, chorioretinal region, optic disc, ocular surface region, uvea, ciliary body, corneal epithelium, corneo-scleral junction, cranial nerve II, eyeball of camera-type eye, optic choroid, tunica fibrosa of eyeball, corneal endothelium, sclera, eye trabecular meshwork"
CL:0000359,"vSMC, SMC, vascular smooth muscle cell, VSMC, unknown","LMOD1, LDB3, ADRA1A, unknown, CNN1, RGS5, LBH, PLN, CCL2, MYH11, RGS6, Acta2, PERGL, MCAM, NTRK3, TPM2, IRAG1, ATP1B3, SORBS2, SOD3, ACTA2, NR4A3, SPARCL1, MYL9, RAMP1","Mus musculus, Homo sapiens","hippocampal formation, right lobe of liver, midbrain, olfactory cortex, liver, chorioretinal region, neocortex, pallidum, dorsal plus ventral thalamus, intercostal muscle, caudate lobe of liver, cerebellum, left lobe of liver, pons, kidney, cerebral cortex, striatum, cortex of kidney, renal medulla, renal papilla, hypothalamus, medulla oblongata"
CL:0000071,"arteriolar endothelial cell, arterial endothelial cell, venous endothelial cell, venular endothelial cell, unknown","TAGLN, FLT1, MCTP1, RASGRF2, SLC2A1, PTPRM, LDB2, PCSK5, PRSS23, PTPRG, CDH5, MECOM, KDR, CD36, THSD7A, A2M, PTGDS, B2M, BTNL9, SRGN, VWF, ARL15, HLA-B, VEGFC, CP, SELE, CLDN5, CDH11, PECAM1, ELMO1, ALPL, SPARCL1, ADGRL4",Homo sapiens,"right lobe of liver, substantia propria of cornea, cornea, liver, optic disc, ocular surface region, uvea, ciliary body, caudate lobe of liver, corneal epithelium, left lobe of liver, cranial nerve II, corneo-scleral junction, tunica fibrosa of eyeball, corneal endothelium, eye trabecular meshwork, sclera, gastrocnemius"
CL:0000938,"CD16-CD56bright NK cell, CD56-bright cytokine secreting NK cell, CD56-bright NK cell, CD16-negative, CD56-bright cytokine secreting natural killer cell, immunoregulatory NK, regulatory NK, CD56bright NK cell, CD16-negative, CD56-bright NK cell, unknown","EOMES, FCER1G, CMC1, NKG7, AREG, NCR1, FCGR3A, TYROBP, GNLY, CD7, IL2RB, KLRF1, XCL2, XCL1, NCAM1, KLRD1, IGFBP7, KLRC1, PTGDS",Homo sapiens,"right lobe of liver, liver, visceral abdominal adipose tissue, palatine tonsil, adipose tissue, subcutaneous adipose tissue, intercostal muscle, subcutaneous abdominal adipose tissue, blood, caudate lobe of liver, bone marrow, left lobe of liver"
CL:1001111,unknown,"SLC44A5, JUN, COL26A1, JAG1, SATB2, TACSTD2, FOS, BICC1, RHEX, unknown, PAX8, BOC, ID1, KLRG2, CRYAB, ADGRL3",Homo sapiens,"kidney, cortex of kidney, renal medulla, renal papilla"
CL:1001431,unknown,", JUN, ST6GAL1, PDE4D, GLIS3, FOS, unknown, HSD11B2, KRT19, FXYD4, TMSB4X, CLDN7, TSPAN1",Homo sapiens,kidney
CL:0000129,"microglia CENPP+, microglia RBMS3+, MF.microglia.CNS, brain macrophage, hortega cells, microgliocyte, microglia, brain-resident macrophage, unknown","CD74, C1qa, Tmem119, CENPP, AIF1, unknown, RBMS3","Mus musculus, Homo sapiens","hippocampal formation, chorioretinal region, pallidum, hindbrain, dorsal plus ventral thalamus, cerebellum, cranial nerve II, striatum, fovea centralis, midbrain tegmentum, midbrain, olfactory cortex, midbrain tectum, ventral part of telencephalon, retinal neural layer, optic disc, telencephalon, peripheral region of retina, neocortex, brain, arcuate nucleus of hypothalamus, choroid plexus, pons, cerebral cortex, macula lutea, macula lutea proper, hypothalamus, medulla oblongata"
CL:1000892,unknown,"EHD3, ANGPT2, RGCC, JAG1, INSR, LAMA4, KCNIP4, ITGA8, VASH1, SULF1, unknown",Homo sapiens,kidney
CL:1001432,unknown,"JUN, TMEM213, IGFBP5, ADGRF5, IL18, KRT7, FOS, ATP6V1G3, ATP6V0D2, WFDC2, ATP6V1C2, unknown",Homo sapiens,kidney
CL:0000218,"myelinating Schwann cell, neurilemmal cell, mSC, myelinating SC","COL18A1, MLIP, GALNT17, SORCS1, S100B, SAMHD1, GLDN, QKI, MPZ, DLC1, PRX, IL1RAPL1, PMP22, PLP1, ZNF536, MBP, CTNNA3, DMD, VIM, CRYAB, GPM6B, BCAS1, CDH19",Homo sapiens,"substantia propria of cornea, pigmented layer of retina, cornea, chorioretinal region, optic disc, ocular surface region, uvea, ciliary body, intercostal muscle, corneal epithelium, corneo-scleral junction, cranial nerve II, eyeball of camera-type eye, optic choroid, tunica fibrosa of eyeball, corneal endothelium, eye trabecular meshwork, sclera"
CL:0002453,"oligodendrocyte precursor cell RNF220+, OPC GPR17+, OPC, OPC RNF220+, OPC LAMA2+, unknown, oligodendrocyte precursor cell, O-2A/OPC, oligodendrocyte/type-2 astrocyte progenitor cell, oligodendrocyte-type 2 astrocyte (O-2A) progenitor cell, O2A/OPC, oligodendrocyte precursor cell LAMA2+, oligodendrocyte precursor cell GPR17+","GPR17, LAMA2, Pdgfra, TNR, OLIG1, OLIG2, CSMD1, BCAS1, RNF220, unknown","Mus musculus, Homo sapiens","hippocampal formation, midbrain tegmentum, midbrain, olfactory cortex, midbrain tectum, ventral part of telencephalon, optic disc, telencephalon, neocortex, pallidum, hindbrain, dorsal plus ventral thalamus, brain, cerebellum, arcuate nucleus of hypothalamus, choroid plexus, cranial nerve II, pons, cerebral cortex, striatum, hypothalamus, medulla oblongata"
CL:0000939,"cytotoxic NK, cytotoxic CD56-dim natural killer cell, CD16+CD56+ NK cell, CD56-low natural killer cell, cytotoxic CD56-dim NK cell, CD16-positive, CD56-low NK cell, CD56dim NK cell, CD56-dim NK cell, unknown, CD16-positive, CD56-low natural killer cell, CD56-positive NK cell, CD16-positive, CD56-dim NK cell, CD56-low NK cell, CD16-positive, CD56-positive natural killer cell","SPON2, FGFBP2, FCER1G, PRF1, NKG7, GZMB, NCR1, FCGR3A, TOX2, TYROBP, GNLY, KLRF1, KLRD1, NCAM1",Homo sapiens,"right lobe of liver, liver, visceral abdominal adipose tissue, adipose tissue, subcutaneous adipose tissue, intercostal muscle, subcutaneous abdominal adipose tissue, blood, caudate lobe of liver, left lobe of liver"
CL:0001071,"ILC3, unknown",", IL22, CXCL8, FCER1G, SGIP1, IL23R, RORC, AHR, ACTB, IL4I1, CD200R1, IL2RA, KIT, HLA-DRA, IL4I, IL7R",Homo sapiens,"visceral abdominal adipose tissue, adipose tissue, subcutaneous adipose tissue, subcutaneous abdominal adipose tissue, cystic lymph node"
CL:0002573,neurolemmocyte,"MPZ, GINS3, NRXN1, NRXN3, CTNNA2, XKR4, CDH19",Homo sapiens,"ileum, intestine, gallbladder, prostate gland, corpus, thyroid gland, stomach, kidney, bronchus, common bile duct, pancreas, visceral abdominal adipose tissue, alveolar sac, subcutaneous adipose tissue, cortex of kidney, renal medulla, subcutaneous abdominal adipose tissue, pyloric antrum, liver, adipose tissue, biliary system, duodenum, salivary gland epithelium, lung, colon, renal papilla, nasopharynx, intrahepatic bile duct"
CL:0008034,unknown,"CLDN5, NOTCH3, MYOCD, TAGLN, PLVAP, STEAP4, COL25A1, PECAM1, MYH11",Homo sapiens,"ileum, visceral abdominal adipose tissue, adipose tissue, subcutaneous adipose tissue, subcutaneous abdominal adipose tissue"
CL:0000653,unknown,"NTNG1, CLIC5, JUN, NPHS1, NPHS2, PODXL, PTPRQ, WT1, FOS, unknown",Homo sapiens,"kidney, cortex of kidney, renal medulla, renal papilla"
CL:1001108,unknown,"CYFIP2, IFITM3, EGF, ESRRB, ANK2, PROX1, RAP1GAP, WFDC2, unknown, MFSD4A, NELL1, CLDN14, S100A6, CCL2, S100A11, KCTD16",Homo sapiens,"kidney, cortex of kidney, renal medulla, renal papilla"
CL:0019018,"smooth muscle cell of blood vessel, vascular associated smooth muscle cell SORBS2+, vascularSMC SORBS2+, vSMC SORBS2+, vSMC UNC13C+, vascular associated smooth muscle cell SLC7A2+, vSMC SLC7A2+, vascularSMC SLC7A2+","ACTA2, UNC13C, TAGLN, MYH11, SORBS2, DGKI, RGS6, SLC7A2, unknown",Homo sapiens,"cranial nerve II, kidney, pigmented layer of retina, chorioretinal region, eyeball of camera-type eye, optic choroid, optic disc, cortex of kidney, renal medulla, renal papilla"
